,app名称,日期,平台,达人名称,达人id,星广任务id,素材标签,书名称,素材md5,素材名称,素材id,素材url,ai素材分类,素材投放日期,素材上传日期,素材类型,消耗,投放激活数,ecpm,实际付费率,实际付费成本,付费收入占比,1日roi,3日roi,7日roi,14日roi,30日roi,累计30日roi,次留率,3日留存率,7日留存率,14日留存率,性别分布,年龄分布,男性用户占比,18以上用户占比,视频3秒播放率,点击率,投放激活成本,激活率,注册率,注册成本,关键行为率,关键行为成本,实际付费成本,实际付费率,素材消耗,含素材消耗,含素材1日roi,含素材3日roi,含素材7日roi,含素材14日roi,含素材30日roi
FALSE,点点穿书,20260410至20260416,"头条,百度",,,,"自营剧情、新wrkbyybysnsqj,HYYMYZMYZ,JB260209孟芫60252,快手,自营剧情,新wrkbyybysnsqj,百度,孟芫小组,头条,录屏,原始",总,7b858bbb271ca0316fcdcbfdc5ec41d8,260213回三睡美人,"	7607519461948719130",https://toufang-public.huixuanjiasu.com/pl_video/7b/7b858bbb271ca0316fcdcbfdc5ec41d8.mp4,声优类,2026-02-17,2026-02-16,竖版视频,721.45,511,3.76,1.37%,103.06,9.30%,36.62%,61.92%,26.78%,0%,0%,65.98%,21.37%,8.88%,6.78%,0%,"男:78,女:383,未知:50","12岁以下:0,12-18岁:283,18-25岁:144,25-40岁:13,40岁以上:20,未知:51",15.26%,34.64%,1.00%,1.08%,1.41,2.70%,64.29%,20.04,7.14%,180.36,103.06,1.37%,,721.45,36.62%,61.92%,26.78%,0%,0%
FALSE,点点穿书,20260410至20260413,头条,暴富大小姐,,"	7594299601063165994","头条,星广,7594299601063165994,暴富大小姐",总,8ad5cfb2e499ec7db1866f9818ca6a04,"在废土世界做最飒的女王，这也太爽了吧！ #点点穿书 #在末日疯狂囤物资 #帅哥 #病娇年下 #空间系统","	7615060904754315264",https://douyin.com/video/7615060849484434703,解说类,2026-03-09,,竖版视频,713.43,64,21.73,25.00%,44.59,79.00%,26.73%,28.84%,33.49%,0%,0%,31.57%,18.75%,9.38%,0.00%,0%,"男:15,女:45,未知:4","12岁以下:0,12-18岁:6,18-25岁:42,25-40岁:8,40岁以上:0,未知:8",23.44%,78.13%,64.88%,2.87%,11.15,6.04%,28.07%,44.59,21.05%,59.45,44.59,25.00%,,713.43,26.73%,28.84%,33.49%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,巨星摸娱,,"	7478976103307116553","头条,星广,7478976103307116553,巨星摸娱",总,e4baeebb8bc03c296382734e0c254141,"我的娱乐圈人生 #双女主 #点点穿书","	7509342320820322315",https://douyin.com/video/7509342333881666825,解说类,2025-05-28,,竖版视频,710.2,74,21.16,20.27%,47.35,52.84%,24.17%,42.36%,19.07%,0%,0%,36.04%,38.71%,14.55%,0.00%,0%,"男:22,女:51,未知:1","12岁以下:0,12-18岁:15,18-25岁:53,25-40岁:4,40岁以上:0,未知:2",29.73%,77.03%,30.71%,1.38%,9.6,14.72%,23.53%,44.39,19.12%,54.63,47.35,20.27%,,710.2,24.17%,42.36%,19.07%,0%,0%
FALSE,点点穿书,20260410至20260416,"快手,百度",,,,"录屏,新djmnwbbjqcl,自营剧情,混,JB240513孟芫30051,头条,快手,百度,兼职剪辑,朱子杰,孟芫小组,HYYMYZMYZ,t5,39663",总,8de9e8653dac8c424a2857ddbddbeccb,251016回三入宫混11t5,7141267388,https://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/8d/8de9e8653dac8c424a2857ddbddbeccb.mp4,营销号类,2026-01-06,2025-10-26,竖版视频,683.38,166,0.27,3.01%,136.68,35.31%,14.79%,28.71%,39.62%,0%,0%,42.80%,25.63%,11.54%,0.00%,0%,"男:16,女:147,未知:10","12岁以下:0,12-18岁:87,18-25岁:64,25-40岁:7,40岁以上:6,未知:11",9.64%,46.39%,0.00%,0.46%,4.12,0.13%,173.33%,26.28,0.00%,0,136.68,3.01%,,683.38,14.79%,28.71%,39.62%,0%,0%
FALSE,点点穿书,20260410至20260416,百度,,,,"星广扒,xg扒,头条,快手,百度,b站,t5,自动特效,星广低效,note0002,40093",总,3af3cea26d811ea2c62062d162f32ab9,251217星广17659485741t5,9053648343,https://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/3a/3af3cea26d811ea2c62062d162f32ab9.mp4,解说类,2026-01-18,2026-01-15,竖版视频,671.37,171,0.32,5.26%,74.6,28.54%,27.03%,57.34%,11.72%,0%,0%,55.02%,29.75%,17.93%,6.67%,0%,"男:23,女:133,未知:15","12岁以下:0,12-18岁:66,18-25岁:71,25-40岁:9,40岁以上:7,未知:18",13.45%,50.88%,0.00%,0.38%,3.93,0.27%,71.43%,44.76,0.00%,0,74.6,5.26%,,671.37,27.03%,57.34%,11.72%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,百度",,,,"头条,古代市井宫廷恋爱,green,JB230725董书铭10539,剧情互动,百度,快手,D725SMHRSR,高消耗,录屏,新jjwfyxl,广点通,自动版位过,yy2182,绿幕",总,4f01e23a4172c7088b345119e4c34490,231107回五7月绿10修改,"	7298639349259698195",http://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/4f/4f01e23a4172c7088b345119e4c34490.mp4,真人类,2023-11-07,2023-11-07,竖版视频,667.9,157,32.6,5.10%,83.49,70.26%,44.73%,70.42%,2.44%,0%,0%,67.03%,28.95%,12.93%,0.00%,0%,"男:21,女:129,未知:7","12岁以下:0,12-18岁:73,18-25岁:67,25-40岁:8,40岁以上:2,未知:7",13.38%,49.04%,21.38%,6.61%,4.25,9.37%,7.87%,66.79,15.75%,33.39,83.49,5.10%,,667.9,44.73%,70.42%,2.44%,0%,0%
FALSE,点点穿书,20260410至20260416,百度,,,,,总,e13563177f34894a5b1017a7c54a2aac,260122星广1769061020,9312040521,http://nadvideo2.baidu.com/e13563177f34894a5b1017a7c54a2aac_1080_1920.mp4,,2026-01-23,,竖版视频,662.63,222,2.03,1.35%,220.88,7.47%,28.50%,45.24%,40.33%,0%,0%,53.84%,24.20%,9.68%,8.00%,0%,"男:30,女:179,未知:13","12岁以下:0,12-18岁:126,18-25岁:75,25-40岁:4,40岁以上:4,未知:13",13.51%,37.39%,0.00%,1.22%,2.98,0.40%,162.50%,25.49,0.00%,0,220.88,1.35%,,662.63,28.50%,45.24%,40.33%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,橙子吖.,,"	7478976103307116553","头条,星广,7478976103307116553,橙子吖.",总,12aadbd38c5c4ae23fbcfbb30028ad87,自己决定剧情的走向！#点点穿书,"	7519083431411695643",https://douyin.com/video/7519083571463261498,营销号类,2025-06-25,,竖版视频,662.08,107,6.44,9.35%,66.21,79.87%,38.92%,101.11%,301.63%,0%,0%,167.33%,24.76%,17.82%,5.88%,0%,"男:40,女:65,未知:2","12岁以下:0,12-18岁:35,18-25岁:63,25-40岁:5,40岁以上:1,未知:3",37.38%,64.49%,22.43%,4.15%,6.19,1.88%,13.75%,60.19,13.75%,60.19,66.21,9.35%,,662.08,38.92%,101.11%,301.63%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,,,,"头条,剧情互动,JB240304王瑞艳26495,快手,现代娱乐圈,原始,广点通,快手跑量1017,录屏,WRYZZYZZY,自动版位过",总,9e2a79b3c7dbb18058f78d117ba38d62,240326回三前任风波,"	7350631529793110052",https://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/9e/9e2a79b3c7dbb18058f78d117ba38d62.mp4,营销号类,2024-03-28,2024-03-26,竖版视频,645.22,126,17.46,6.35%,80.65,22.42%,17.94%,35.33%,64.31%,0%,0%,34.24%,33.87%,13.33%,9.09%,0%,"男:18,女:104,未知:4","12岁以下:0,12-18岁:49,18-25岁:71,25-40岁:2,40岁以上:0,未知:4",14.29%,57.94%,38.24%,3.49%,5.12,8.15%,7.62%,80.65,11.43%,53.77,80.65,6.35%,,645.22,17.94%,35.33%,64.31%,0%,0%
FALSE,点点穿书,20260410至20260413,百度,,,,,总,1fd25a1d9b102c6652ce1055b6d1ca52,AIMax-verticalVideo-9_16-0324-multi_b46b3a67df094b6e9e3c1f20a7990649_0_1_3_2_4_5_6_16_9044874626_9044877049.mp4,11012937541,http://nadvideo2.baidu.com/1fd25a1d9b102c6652ce1055b6d1ca52_720_1280.mp4,,2026-03-26,,竖版视频,642.9,38,67.1,10.53%,160.73,29.04%,7.79%,9.67%,36.58%,0%,0%,10.56%,23.68%,7.89%,0.00%,0%,"男:9,女:27,未知:2","12岁以下:0,12-18岁:13,18-25岁:19,25-40岁:1,40岁以上:1,未知:4",23.68%,55.26%,0.00%,3.06%,16.92,4.10%,108.33%,49.45,0.00%,0,160.73,10.53%,,642.9,7.79%,9.67%,36.58%,0%,0%
FALSE,点点穿书,20260410至20260416,"快手,百度",,,,"种子户过,广点通,原始,快手,头条,赵彤彤,溢价,优量汇过,兼职剪辑,JB250616窦馨怡48596,录屏,百度,HYYDXYDXY,内广过,新bbjqjhwhcltc,李文青,剧情素材",总,9e6c28a62f81dfb3ed1d7a306bc8e452,250622回三摸腿杀,8679789890,http://toufang-public.huixuanjiasu.com/pl_video/9e/9e6c28a62f81dfb3ed1d7a306bc8e452.mp4,声优类,2025-06-28,2025-06-27,竖版视频,638.83,297,3.1,1.68%,127.77,9.01%,30.12%,40.25%,36.33%,0%,0%,43.39%,21.58%,6.57%,5.56%,0%,"男:63,女:228,未知:15","12岁以下:0,12-18岁:172,18-25岁:108,25-40岁:8,40岁以上:4,未知:14",21.21%,40.40%,0.00%,0.85%,2.15,1.94%,105.88%,17.75,2.94%,638.83,127.77,1.68%,,638.83,30.12%,40.25%,36.33%,0%,0%
FALSE,点点穿书-ios,20260410至20260416,头条,橙子吖.,,"	7594299601063165994","头条,星广,7594299601063165994,橙子吖.",总,d97e5a9fc47e9f0bb442a9cae72c917c,"是飞升证道还是和他们谈感情！#点点穿书 #她的修仙手札 #文游","	7603767582049796136",https://douyin.com/video/7603767552061999867,解说类,2026-02-08,,竖版视频,637.8,55,24.55,27.27%,42.52,98.94%,204.03%,215.09%,222.69%,0%,0%,304.81%,36.00%,13.51%,0.00%,0%,"男:8,女:46,未知:1","12岁以下:0,12-18岁:2,18-25岁:45,25-40岁:6,40岁以上:0,未知:2",14.55%,92.73%,24.54%,0.86%,11.6,20.98%,36.17%,37.52,6.38%,212.6,42.52,27.27%,,637.8,204.03%,215.09%,222.69%,0%,0%
FALSE,点点穿书,20260410至20260416,快手,,,,,总,de732c59d839e5a6b65c187e63aeb173,"被病娇囚禁后：我混成了团宠-女-nyx-0704- (4)","	5224175742189136075",http://txmov2.a.yximgs.com/upic/2025/07/04/20/BMjAyNTA3MDQyMDU0NTFfNDY4NzM1NDc3OV8xNjg1MTc4Mjc4ODZfMF8z_b_B1496884f589da92c515d003f985cb814.mp4?tag=1-1756683852-unknown-0-s6i9lerf4o-38e8c1cdb85046b9&type=hot&clientCacheKey=3x6u394xhzevfjc_b.mp4&tt=b&di=276628c4&bp=10000,,2025-07-05,,竖版视频,636.61,131,4.8,7.63%,63.66,39.34%,26.00%,29.86%,37.19%,0%,0%,37.50%,32.74%,18.18%,0.00%,0%,"男:17,女:105,未知:9","12岁以下:0,12-18岁:54,18-25岁:64,25-40岁:1,40岁以上:0,未知:12",12.98%,49.62%,0.00%,0.40%,4.86,19.48%,35.58%,17.21,14.42%,42.44,63.66,7.63%,,636.61,26.00%,29.86%,37.19%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,快手,百度",,,,"录屏,新qqbfwtqjzmrjd,JB250312周文静44504,百度,快手,头条,高效模仿,兼职剪辑,王竣灏,李强小组,HYYLQZLQZ,原始,跑量",总,7f26d70a45924f78161b77753167b42c,250727回三硬通货（营销号1）,"	7531780618046390323",http://toufang-public.huixuanjiasu.com/pl_video/7f/7f26d70a45924f78161b77753167b42c.mp4,营销号类,2025-07-28,2025-07-27,竖版视频,635.68,98,22.88,9.18%,70.63,37.62%,26.35%,63.00%,39.51%,0%,0%,44.65%,30.26%,14.29%,0.00%,0%,"男:32,女:62,未知:4","12岁以下:0,12-18岁:32,18-25岁:56,25-40岁:3,40岁以上:2,未知:5",32.65%,62.24%,52.37%,1.08%,6.49,27.00%,14.81%,52.97,17.28%,45.41,70.63,9.18%,,635.68,26.35%,63.00%,39.51%,0%,0%
FALSE,点点穿书,20260410至20260416,"广点通,快手,百度",,,,"跑量,广点通,百度,内广过,剧情互动,原始,头条,快手,优量汇过,LYYXCCXCC,JB241008刘宇37533,录屏,D101,新nmxmnqccrs",总,1a9d9986239d0b76649f1e3179ce782b,241213回五十分恶毒,6640953920,http://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/1a/1a9d9986239d0b76649f1e3179ce782b.mp4,声优类,2024-12-15,2024-12-13,竖版视频,633.06,312,1.6,1.28%,158.27,18.02%,22.08%,34.14%,42.95%,0%,0%,41.24%,25.51%,12.23%,2.86%,0%,"男:42,女:265,未知:13","12岁以下:0,12-18岁:189,18-25岁:101,25-40岁:9,40岁以上:7,未知:14",13.46%,37.50%,0.12%,0.64%,2.03,1.07%,114.81%,20.42,3.70%,633.06,158.27,1.28%,,633.06,22.08%,34.14%,42.95%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,卷毛小熊,,"	7478976103307116553","头条,星广,7478976103307116553,卷毛小熊",总,9eb220a40d68f2f783a4ab331d98ce03,"全性向的含金量，有人懂吗？#点点穿书 #全性向 #恋爱 #文游","	7499715975992623138",https://douyin.com/video/7499715975688850748,解说类,2025-05-03,,竖版视频,620.65,164,8.23,6.71%,56.42,48.74%,27.14%,35.38%,35.78%,0%,0%,39.13%,22.67%,9.09%,0.00%,0%,"男:38,女:115,未知:11","12岁以下:0,12-18岁:61,18-25岁:84,25-40岁:2,40岁以上:2,未知:15",23.17%,53.66%,12.44%,7.07%,3.78,2.46%,8.40%,56.42,4.58%,103.44,56.42,6.71%,,620.65,27.14%,35.38%,35.78%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,沐沐分享日记,,"	7582192822373023807","头条,星广,7582192822373023807,沐沐分享日记",总,06c98d46518993e401cd6e9b86144401,"只看小说已经不能满足我了，我还要演#点点穿书 #在末日疯狂囤物资 #小说推荐","	7606241233979326490",https://douyin.com/video/7606241099380603259,真人类,2026-02-17,,竖版视频,617.52,115,15.46,14.78%,36.32,73.39%,34.86%,66.40%,88.35%,0%,0%,53.74%,25.96%,8.24%,16.67%,0%,"男:16,女:95,未知:4","12岁以下:0,12-18岁:22,18-25岁:83,25-40岁:6,40岁以上:0,未知:4",13.91%,77.39%,62.67%,0.76%,5.37,32.01%,17.53%,36.32,18.56%,34.31,36.32,14.78%,,617.52,34.86%,66.40%,88.35%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,快手,百度",,,,"新bbjqjhwhcltc,李强小组,广点通,录屏,百度,快手,聚星,燕艳,高效模仿,兼职剪辑,HYYLQZLQZ,JB250605孟芫48148,原始,头条,跑量",总,565838dafbb5d9d4be853d66bd33b827,250709回三不玩错亿信息流3,9960830668,http://toufang-public.huixuanjiasu.com/pl_video/56/565838dafbb5d9d4be853d66bd33b827.mp4,解说类,2025-07-11,2025-07-10,竖版视频,613.98,85,14.89,10.59%,68.22,64.99%,38.18%,70.95%,9.92%,0%,0%,53.92%,27.27%,12.24%,0.00%,0%,"男:24,女:60,未知:6","12岁以下:0,12-18岁:29,18-25岁:46,25-40岁:5,40岁以上:3,未知:6",28.24%,63.53%,21.11%,2.88%,7.22,6.24%,13.51%,61.4,10.81%,76.75,68.22,10.59%,,613.98,38.18%,70.95%,9.92%,0%,0%
FALSE,点点穿书,20260410至20260416,快手,,,,,总,a5b1f702a2592166c55070c474298972,被病娇囚禁后：我混成了团宠-女-zyh-250730-1,"	5202783652475815066",http://hwmov.a.kwimgs.com/upic/2025/11/26/17/BMjAyNTExMjYxNzQzMjZfNTAzODM2ODcwMF8xODA4NTA2NTA0MDJfMF8z_b_B93739f2c15fe6ffda15b6b3d2a3e4c23.mp4?tag=1-1773532491-unknown-0-0jtdyycpp7-d827dbf35b29aa56&type=hot&clientCacheKey=3xkbbs2dvqbqq7s_b.mp4&tt=b&di=276628c4&bp=10000,,2025-11-26,,竖版视频,613.03,110,3.4,7.27%,76.63,35.09%,30.15%,45.15%,20.08%,0%,0%,45.11%,26.47%,13.54%,0.00%,0%,"男:11,女:91,未知:8","12岁以下:0,12-18岁:27,18-25岁:65,25-40岁:4,40岁以上:0,未知:14",10.00%,62.73%,0.00%,0.35%,5.57,14.49%,32.97%,20.43,17.58%,38.31,76.63,7.27%,,613.03,30.15%,45.15%,20.08%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,广点通",,,,"JB250717李强50080,新zywnclsyjnmzh,快手,种子户过,孟芫小组,录屏,优量汇过,百度,兼职剪辑,广点通,自营创意,头条,郭振强,李文青,原始,抖音,HYYMYZMYZ",总,480ba068c19f9f579fea90514f50ad6d,250718回三指尖支配,"	7529605165717815342",http://toufang-public.huixuanjiasu.com/pl_video/48/480ba068c19f9f579fea90514f50ad6d.mp4,营销号类,2025-07-22,2025-07-21,竖版视频,603.05,38,11.67,21.05%,75.38,90.01%,19.89%,30.69%,12.06%,0%,0%,23.82%,19.44%,10.71%,7.14%,0%,"男:10,女:24,未知:1","12岁以下:0,12-18岁:6,18-25岁:27,25-40岁:0,40岁以上:0,未知:2",26.32%,71.05%,41.49%,1.46%,15.87,4.26%,21.88%,86.15,18.75%,100.51,75.38,21.05%,,603.05,19.89%,30.69%,12.06%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,芒着摸娱🥭,,"	7478976103307116553","头条,星广,7478976103307116553,芒着摸娱🥭",总,bade3bc60f1627c948ce38935f2a5ea1,"你就是天选idol#点点穿书 #无限星光从选秀开始","	7507202947907305481",https://douyin.com/video/7507202974630186249,解说类,2025-05-24,,竖版视频,601.91,76,11.65,15.79%,50.16,74.20%,12.32%,31.49%,139.18%,0%,0%,39.78%,14.06%,9.62%,14.29%,0%,"男:6,女:66,未知:4","12岁以下:0,12-18岁:22,18-25岁:47,25-40岁:2,40岁以上:0,未知:5",7.89%,64.47%,42.42%,1.99%,7.92,6.32%,20.00%,46.3,13.85%,66.88,50.16,15.79%,,601.91,12.32%,31.49%,139.18%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,顺风顺水,,"	7540281647166717995","头条,星广,7540281647166717995,顺风顺水",总,f9f5f26ffec37170dc5a556639da776a,"#点点穿书 自设定穿书真的太爽了！ #点点穿书#二次元#小说","	7623390588083634185",https://douyin.com/video/7623390636322767990,营销号类,2026-04-01,,竖版视频,600.28,68,21.06,13.24%,66.7,79.92%,10.43%,16.63%,8.41%,0%,0%,16.78%,22.06%,18.64%,0.00%,0%,"男:13,女:53,未知:2","12岁以下:0,12-18岁:19,18-25岁:41,25-40岁:4,40岁以上:0,未知:4",19.12%,66.18%,69.90%,2.40%,8.83,8.61%,18.64%,54.57,11.86%,85.75,66.7,13.24%,,600.28,10.43%,16.63%,8.41%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,酷的公告牌,,"	7478976103307116553","头条,星广,7478976103307116553,酷的公告牌",总,e860c09577165e48ad35537c3c57eb52,这么带感的游戏，谁不迷糊啊！#点点穿书#游戏#文游,"	7512096655992995879",https://douyin.com/video/7514339219155815737,解说类,2025-06-12,,竖版视频,584.71,98,16.03,17.35%,34.39,54.74%,32.40%,42.92%,37.77%,0%,0%,46.52%,31.40%,14.29%,40.00%,0%,"男:17,女:78,未知:3","12岁以下:0,12-18岁:26,18-25岁:63,25-40岁:4,40岁以上:0,未知:5",17.35%,68.37%,47.94%,2.31%,5.97,9.96%,21.43%,32.48,22.62%,30.77,34.39,17.35%,,584.71,32.40%,42.92%,37.77%,0%,0%
FALSE,点点穿书,20260410至20260413,头条,十三情报社,,"	7580203729057284132","头条,星广,7580203729057284132,十三情报社",总,3f8ef6d27c5a0d637004cc535b1c037b,"看小说还得来点点穿书#点点穿书 #开局轮滑鞋我在公路求生游戏里封神","	7618992311649157135",https://douyin.com/video/7618992296562183074,营销号类,2026-03-20,,竖版视频,579.89,106,173.93,3.77%,144.97,53.72%,11.20%,24.45%,0.00%,0%,0%,25.88%,24.53%,11.32%,0%,0%,"男:22,女:81,未知:3","12岁以下:0,12-18岁:40,18-25岁:59,25-40岁:2,40岁以上:2,未知:3",20.75%,59.43%,0.03%,6.03%,5.47,45.27%,5.49%,115.98,3.30%,193.3,144.97,3.77%,,579.89,11.20%,24.45%,0.00%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,猛蓄不会出,,"	7580203729057284132","头条,星广,7580203729057284132,猛蓄不会出",总,e91d7d5dcd379f0b7918ab2533d14938,"《被病娇囚禁后：我混成了团宠》 #点点穿书  #游戏  #太好玩","	7600352679646724106",https://douyin.com/video/7600352589280038198,真人类,2026-01-30,,竖版视频,579.77,83,17.48,13.25%,52.71,67.00%,23.05%,31.69%,97.61%,0%,0%,33.74%,30.86%,12.99%,0.00%,0%,"男:14,女:64,未知:5","12岁以下:0,12-18岁:26,18-25岁:47,25-40岁:1,40岁以上:2,未知:7",16.87%,60.24%,60.12%,4.17%,6.99,3.90%,20.37%,52.71,18.52%,57.98,52.71,13.25%,,579.77,23.05%,31.69%,97.61%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,快手",,,,"广点通,抖音,头条,快手,JB250407何元野45824,录屏,sora素材,HYYLQZLQZ,施强混剪,百度,新lznzcfrl,剧情素材,原始",总,f81a8644335c209d6a023234ae0a3284,260407回三十万月薪,"	7626500191584976942",https://toufang-public.huixuanjiasu.com/pl_video/f8/f81a8644335c209d6a023234ae0a3284.mp4,声优类,2026-04-09,2026-04-08,竖版视频,579.41,330,10.68,1.82%,96.57,29.79%,33.90%,45.33%,-0.73%,0%,0%,46.55%,17.88%,5.49%,0.00%,0%,"男:33,女:279,未知:18","12岁以下:0,12-18岁:193,18-25岁:107,25-40岁:7,40岁以上:4,未知:19",10.00%,35.76%,46.22%,2.37%,1.76,22.63%,2.06%,96.57,1.72%,115.88,96.57,1.82%,,579.41,33.90%,45.33%,-0.73%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,快手",,,,"HYYDXYDXY,剧情互动,百度,古代市井宫廷恋爱,头条,JB240619苗一情32016,录屏,原始,抖音,广点通,快手",总,04c7ac9ddc2f349be72e165b38bf439b,241125回三逃婚公主二,"	7441188756101480499",https://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/04/04c7ac9ddc2f349be72e165b38bf439b.mp4,声优类,2024-11-26,2024-11-25,竖版视频,579.16,116,7.58,6.03%,82.74,41.95%,14.37%,36.56%,84.55%,0%,0%,47.01%,20.72%,5.71%,3.70%,0%,"男:16,女:94,未知:6","12岁以下:0,12-18岁:52,18-25岁:57,25-40岁:1,40岁以上:0,未知:6",13.79%,50.00%,51.47%,1.78%,4.99,7.07%,6.25%,96.53,9.38%,64.35,82.74,6.03%,,579.16,14.37%,36.56%,84.55%,0%,0%
FALSE,点点穿书,20260410至20260416,快手,,,,,总,4ab8ede95b1229cf0a62757caaaf0da9,"#夏鸣星 #光与夜之恋    快来点点穿书畅享阅读吧！ #穿书 #点点穿书","	5227553454672853475",http://hwmov.a.kwimgs.com/upic/2026/02/06/19/BMjAyNjAyMDYxOTMzMDZfMjAzMTY3NDU3NV8xODcwNzI0MDY2OTJfMl8z_b_Bf0997defc11b9375a8df9c35f91866c6.mp4?tag=1-1776296644-unknown-0-czgk1zeo76-9cd77ae9be76424c&type=hot&clientCacheKey=3xc3zfymihsen36_b.mp4&tt=b&di=276628c4&bp=10000,,2026-02-14,,竖版视频,571.9,113,4.65,4.42%,114.38,49.22%,14.46%,27.55%,0.30%,0%,0%,26.65%,24.53%,7.78%,7.14%,0%,"男:17,女:92,未知:4","12岁以下:0,12-18岁:45,18-25岁:58,25-40岁:2,40岁以上:0,未知:8",15.04%,53.10%,0.00%,0.76%,5.06,10.55%,17.17%,33.64,10.10%,57.19,114.38,4.42%,,571.9,14.46%,27.55%,0.30%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,聪聪熊营销号,,"	7478976103307116553","头条,星广,7478976103307116553,聪聪熊营销号",总,db73a24a00991571b5a653054371f346,体验当女明星的快乐#点点穿书#女明星模拟器#娱乐圈模拟器星光闪耀,"	7584869034253353012",https://douyin.com/video/7584868883019500849,营销号类,2025-12-18,,竖版视频,562.06,82,18.33,21.95%,31.23,67.98%,38.78%,55.45%,164.06%,0%,0%,54.81%,22.78%,11.43%,8.33%,0%,"男:9,女:68,未知:5","12岁以下:0,12-18岁:28,18-25岁:43,25-40岁:3,40岁以上:0,未知:8",10.98%,56.10%,30.91%,5.04%,6.85,4.14%,32.81%,26.76,21.88%,40.15,31.23,21.95%,,562.06,38.78%,55.45%,164.06%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,迷雾摸娱,,"	7478976103307116553","头条,星广,7478976103307116553,迷雾摸娱",总,67f19424d559c145fffe2cc7d823a621,如果是你你怎么选择#点点穿书,"	7530945412947804199",https://douyin.com/video/7530945415421627708,解说类,2025-07-26,,竖版视频,542.23,65,11.01,13.85%,60.25,79.43%,15.85%,28.85%,2.50%,0%,0%,27.06%,23.44%,15.69%,0.00%,0%,"男:9,女:51,未知:5","12岁以下:0,12-18岁:16,18-25岁:41,25-40岁:1,40岁以上:0,未知:7",13.85%,64.62%,69.64%,6.69%,8.34,1.64%,20.37%,49.29,9.26%,108.45,60.25,13.85%,,542.23,15.85%,28.85%,2.50%,0%,0%
FALSE,点点穿书,20260411至20260416,头条,黑猫探长,,"	7612952139236933674","头条,星广,7612952139236933674,黑猫探长",总,6357beb67bd1f97d17ec2ba0bbe628d4,"点点穿书不一样的小说阅读体验#点点穿书 #她的修仙手札","	7626332244442071092",https://douyin.com/video/7626331960373284096,,2026-04-11,,竖版视频,541.9,91,3.75,6.59%,90.32,61.25%,13.89%,37.51%,0%,0%,0%,31.57%,15.38%,14.29%,0%,0%,"男:24,女:60,未知:7","12岁以下:0,12-18岁:13,18-25岁:54,25-40岁:10,40岁以上:8,未知:6",26.37%,79.12%,12.65%,5.25%,5.95,0.73%,9.09%,108.38,7.27%,135.48,90.32,6.59%,,541.9,13.89%,37.51%,0%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,,,,"通用女频,头条,广点通,快手,原始,录屏,优量汇过,施强混剪,百度,外采实拍,通用素材,JB250407何元野45824,自动版位过,种子户过,抖音,HYYLQZLQZ,内广过,溢价",总,928668fab9cdb99e11c71a4cbd1333cf,260227回三面试机会,"	7611985404599517203",https://toufang-public.huixuanjiasu.com/pl_video/92/928668fab9cdb99e11c71a4cbd1333cf.mp4,真人类,2026-03-01,2026-02-28,竖版视频,537.22,158,43.87,7.59%,44.77,39.28%,41.51%,78.03%,190.11%,0%,0%,79.12%,26.00%,10.67%,0.00%,0%,"男:19,女:126,未知:13","12岁以下:0,12-18岁:66,18-25岁:70,25-40岁:4,40岁以上:4,未知:14",12.03%,49.37%,0.07%,14.86%,3.4,5.16%,11.70%,48.84,20.21%,28.27,44.77,7.59%,,537.22,41.51%,78.03%,190.11%,0%,0%
