日期,时间,app名称,投放渠道,账户组,账户组备注,二代,关键行为数,消耗,人均激励视频数,激励视频cpm,当日实际付费率,转化成本,激活成本,当日实际付费收入占比,次留率,3日留存率,7日留存率,修复真实7日roi_规则赔付,修复真实14日roi_规则赔付,修复真实30日roi_规则赔付,修复真实60日roi_规则赔付,账户id,计划id,当前平均出价,回旋商品名称,曝光数,曝光激活转化率,曝光注册转化率,曝光关键行为转化率,点击数,曝光点击转化率,千次展示成本,点击成本,点击转化率,激活数,点击激活转化率,回传激活数,当日回传激活数,回传激活率,回传激活成本,归因回传激活数,归因回传激活成本,重置激活率,注册数,注册率,注册成本,关键行为率,关键行为成本,归因关键行为数,归因关键行为成本,归因关键行为率2日内,重置激活归因关键行为率2日内,归因关键行为数2日内,平均实际付费收入,实际付费用户人均付费收入,预估ltv,预估roi,预估赔付roi,预估返点roi,稳定后预估roi,平均预估广告总收入,平均总收入,1日ltv,1日roi,3日ltv,3日roi,7日ltv,7日roi,10日ltv,10日roi,14日ltv,14日roi,30日roi,45日roi,60日roi,75日roi,90日roi,返点1日roi,返点3日roi,返点7日roi,返点10日roi,返点14日roi,修复真实3日roi_规则赔付,修复真实10日roi_规则赔付,修复真实45日roi_规则赔付,修复真实75日roi_规则赔付,修复真实90日roi_规则赔付,当日平均使用时长_分钟,次日留存成本,4日留存率,5日留存率,6日留存率,14日留存率,30日留存率,45日留存率,60日留存率,75日留存率,90日留存率,激活数性别分布,激活数年龄分布,新建计划数,有在投计划账户数,7日内回传付费单次成本,当日实际付费单次成本,3日内实际付费单次成本,7日内实际付费单次成本,运营负责人,节假日判断,星期,转化类型,修复真实1日roi_规则赔付
20260423,24:00,点点穿书,头条,代理通投48,短笛-激活次留-gogo,,3,417.83,2.34,351,0.00%,32.14,9.5,0.00%,0%,0%,0%,0%,0%,0%,0%,"	1862597312452739",,57.77,被病娇囚禁后：我混成了团宠,12283,0.36%,0.00%,0.02%,1227,9.99%,34.02,0.34,1.06%,44,3.586%,13,13,29.546%,32.14,10,41.78,11.36%,0,0.00%,0,6.82%,139.28,2,208.92,0%,0%,2,0,0,0.79,8.37%,8.37%,8.25%,5.07%,0.82,0.82,0.79,8.33%,0,0%,0,0%,0,0%,0,0%,0%,0%,0%,0%,0%,8.21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,24.96,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,"{""女"": ""52.27%"", ""男"": ""29.55%"", ""未知"": ""18.18%""}","{""未知"": ""18.18%"", ""12-18岁"": ""34.09%"", ""18-25岁"": ""25.00%"", ""25-40岁"": ""13.64%"", ""12岁以下"": ""0.00%"", ""40岁以上"": ""9.09%""}",0,1,0,0,0,0,韩孟伶,工作日,周四,激活且次留,9.12%
20260423,24:00,点点穿书,头条,站内20,付费-gogo,,8,390.27,2.66,352,20.69%,195.14,13.46,77.16%,0%,0%,0%,0%,0%,0%,0%,"	1862597333442953",,107.81,被病娇囚禁后：我混成了团宠,36751,0.08%,0.02%,0.02%,2334,6.35%,10.62,0.17,0.09%,29,1.243%,19,19,65.517%,20.54,18,21.68,20.69%,7,24.14%,55.75,27.59%,48.78,7,55.75,0%,0%,7,3.15,15.24,4.06,30.17%,30.17%,30.62%,54.76%,0.93,4.09,4.09,30.42%,0,0%,0,0%,0,0%,0,0%,0%,0%,0%,0%,0%,30.88%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50.27,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,"{""女"": ""68.97%"", ""男"": ""20.69%"", ""未知"": ""10.34%""}","{""未知"": ""13.79%"", ""12-18岁"": ""10.34%"", ""18-25岁"": ""68.97%"", ""25-40岁"": ""6.90%"", ""12岁以下"": ""0.00%"", ""40岁以上"": ""0.00%""}",4,1,0,32.52,0,0,韩孟伶,工作日,周四,付费,34.32%
20260423,24:00,点点穿书,头条,代理站内26,代理-月象-gogo,,8,390.26,1.74,204,20.00%,48.78,7.81,90.61%,0%,0%,0%,0%,0%,0%,0%,"	1847940969875722",,55,,16148,0.31%,0.07%,0.05%,295,1.83%,24.17,1.32,2.71%,50,16.949%,42,42,84.000%,9.29,41,9.52,36.00%,11,22.00%,35.48,16.00%,48.78,8,48.78,0%,0%,8,3.5,17.49,3.83,49.13%,49.13%,49.62%,43.58%,0.36,3.86,3.83,49.10%,0,0%,0,0%,0,0%,0,0%,0%,0%,0%,0%,0%,49.59%,0%,0%,0%,0%,0%,0%,0%,0%,0%,31.94,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,"{""女"": ""38.00%"", ""男"": ""60.00%"", ""未知"": ""2.00%""}","{""未知"": ""4.00%"", ""12-18岁"": ""16.00%"", ""18-25岁"": ""62.00%"", ""25-40岁"": ""16.00%"", ""12岁以下"": ""0.00%"", ""40岁以上"": ""2.00%""}",0,1,0,16.97,0,0,韩孟伶,工作日,周四,关键行为,55.11%
20260423,24:00,点点穿书,头条,代理通投77,短笛-uba高价-gogo,,3,327.61,0.94,366,33.33%,109.2,9.93,90.75%,0%,0%,0%,0%,0%,0%,0%,"	1862597316516164",,69.45,被病娇囚禁后：我混成了团宠,11044,0.30%,0.10%,0.03%,92,0.83%,29.66,3.56,3.26%,33,35.870%,30,30,90.909%,10.92,30,10.92,9.09%,11,33.33%,29.78,9.09%,109.2,3,109.2,0%,0%,3,3.37,10.12,3.69,37.17%,37.17%,36.63%,58.45%,0.34,3.72,3.69,37.15%,0,0%,0,0%,0,0%,0,0%,0%,0%,0%,0%,0%,36.61%,0%,0%,0%,0%,0%,0%,0%,0%,0%,30.54,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,"{""女"": ""27.27%"", ""男"": ""69.70%"", ""未知"": ""3.03%""}","{""未知"": ""3.03%"", ""12-18岁"": ""3.03%"", ""18-25岁"": ""45.45%"", ""25-40岁"": ""48.48%"", ""12岁以下"": ""0.00%"", ""40岁以上"": ""0.00%""}",0,1,0,27.3,0,0,韩孟伶,工作日,周四,关键行为,40.68%
20260423,24:00,点点穿书,头条,代理通投77,短笛-uba高价-gogo,,4,325.83,3.5,262,10.81%,81.46,4.4,49.09%,0%,0%,0%,0%,0%,0%,0%,"	1862597311778951",,67.9,被病娇囚禁后：我混成了团宠,13115,0.56%,0.06%,0.03%,158,1.20%,24.84,2.06,2.53%,74,46.835%,62,62,83.784%,5.26,62,5.26,25.68%,8,10.81%,40.73,5.41%,81.46,3,108.61,0%,0%,3,0.89,8.2,1.78,40.40%,40.40%,39.82%,48.04%,0.92,1.81,1.79,40.72%,0,0%,0,0%,0,0%,0,0%,0%,0%,0%,0%,0%,40.13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,38.53,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,"{""女"": ""58.11%"", ""男"": ""36.49%"", ""未知"": ""5.41%""}","{""未知"": ""8.11%"", ""12-18岁"": ""20.27%"", ""18-25岁"": ""64.86%"", ""25-40岁"": ""6.76%"", ""12岁以下"": ""0.00%"", ""40岁以上"": ""0.00%""}",0,1,0,19.17,0,0,韩孟伶,工作日,周四,关键行为,44.59%
20260423,24:00,点点穿书,头条,代理通投75,泰格-高价-gogo,,2,325.79,2.46,150,3.85%,162.89,6.27,46.86%,0%,0%,0%,0%,0%,0%,0%,"	1854367452156940",,65,,29532,0.18%,0.01%,0.01%,5145,17.42%,11.03,0.06,0.04%,52,1.011%,31,31,59.615%,10.51,30,10.86,50.00%,3,5.77%,108.6,3.85%,162.89,2,162.89,0%,0%,2,0.32,8.45,0.67,10.64%,10.64%,10.64%,26.66%,0.37,0.69,0.67,10.63%,0,0%,0,0%,0,0%,0,0%,0%,0%,0%,0%,0%,10.63%,0%,0%,0%,0%,0%,0%,0%,0%,0%,12.81,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,"{""女"": ""76.92%"", ""男"": ""9.62%"", ""未知"": ""13.46%""}","{""未知"": ""9.62%"", ""12-18岁"": ""42.31%"", ""18-25岁"": ""44.23%"", ""25-40岁"": ""1.92%"", ""12岁以下"": ""0.00%"", ""40岁以上"": ""1.92%""}",0,1,0,108.6,0,0,韩孟伶,工作日,周四,关键行为,11.81%
20260423,24:00,点点穿书,头条,星广通投42,高价-uba-gogo,,3,302.62,3.11,350,22.86%,100.87,8.65,68.20%,0%,0%,0%,0%,0%,0%,0%,"	1861812248441882",,65,修仙这件小事,23753,0.15%,0.03%,0.01%,274,1.15%,12.74,1.1,1.09%,35,12.774%,27,27,77.143%,11.21,27,11.21,25.71%,8,22.86%,37.83,8.57%,100.87,3,100.87,0%,0%,3,2.34,10.24,3.4,39.37%,39.37%,39.96%,61.10%,1.09,3.43,3.4,39.32%,0,0%,0,0%,0,0%,0,0%,0%,0%,0%,0%,0%,39.91%,0%,0%,0%,0%,0%,0%,0%,0%,0%,32.33,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,"{""女"": ""45.71%"", ""男"": ""45.71%"", ""未知"": ""8.57%""}","{""未知"": ""8.57%"", ""12-18岁"": ""22.86%"", ""18-25岁"": ""60.00%"", ""25-40岁"": ""8.57%"", ""12岁以下"": ""0.00%"", ""40岁以上"": ""0.00%""}",2,1,0,30.26,0,0,韩孟伶,工作日,周四,关键行为,44.35%
20260423,24:00,点点穿书,头条,星广通投7,高价-uba-gogo,,1,300.63,1.97,278,11.76%,300.63,8.84,53.04%,0%,0%,0%,0%,0%,0%,0%,"	1862597346225435",,75,被病娇囚禁后：我混成了团宠,25793,0.13%,0.02%,0.00%,599,2.32%,11.66,0.5,0.17%,34,5.676%,29,29,85.294%,10.37,29,10.37,14.71%,4,11.76%,75.16,2.94%,300.63,1,300.63,0%,0%,1,0.62,5.27,1.14,12.91%,12.91%,13.10%,51.75%,0.55,1.17,1.16,13.07%,0,0%,0,0%,0,0%,0,0%,0%,0%,0%,0%,0%,13.27%,0%,0%,0%,0%,0%,0%,0%,0%,0%,51.78,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,"{""女"": ""38.24%"", ""男"": ""58.82%"", ""未知"": ""2.94%""}","{""未知"": ""5.88%"", ""12-18岁"": ""11.76%"", ""18-25岁"": ""70.59%"", ""25-40岁"": ""11.76%"", ""12岁以下"": ""0.00%"", ""40岁以上"": ""0.00%""}",0,1,0,60.13,0,0,韩孟伶,工作日,周四,关键行为,14.74%
20260423,24:00,点点穿书,头条,星广通投20,新素材-uba-gogo,,3,295.46,1.64,242,13.89%,98.49,8.21,90.32%,0%,0%,0%,0%,0%,0%,0%,"	1861812242297927",,58,修仙这件小事,22949,0.16%,0.03%,0.01%,263,1.15%,12.87,1.12,1.14%,36,13.688%,36,36,100.000%,8.21,33,8.95,13.89%,8,22.22%,36.93,8.33%,98.49,2,147.73,0%,0%,2,3.71,26.68,4.08,49.66%,49.66%,50.40%,84.32%,0.4,4.1,4.07,49.61%,0,0%,0,0%,0,0%,0,0%,0%,0%,0%,0%,0%,50.35%,0%,0%,0%,0%,0%,0%,0%,0%,0%,61.27,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,"{""女"": ""19.44%"", ""男"": ""75.00%"", ""未知"": ""5.56%""}","{""未知"": ""5.56%"", ""12-18岁"": ""0.00%"", ""18-25岁"": ""72.22%"", ""25-40岁"": ""22.22%"", ""12岁以下"": ""0.00%"", ""40岁以上"": ""0.00%""}",0,1,0,21.1,0,0,韩孟伶,工作日,周四,关键行为,55.96%
20260423,24:00,点点穿书,头条,代理通投78,水毅云-uba-gogo,,2,291.85,0.88,264,9.09%,145.93,8.84,83.72%,0%,0%,0%,0%,0%,0%,0%,"	1862052830742675",,61.71,被病娇囚禁后：我混成了团宠,23707,0.14%,0.01%,0.01%,4871,20.55%,12.31,0.06,0.04%,33,0.678%,22,22,66.667%,13.27,22,13.27,15.15%,3,9.09%,97.28,6.06%,145.93,2,145.93,0%,0%,2,1.19,13.12,1.4,15.81%,15.81%,15.81%,41.93%,0.23,1.42,1.4,15.84%,0,0%,0,0%,0,0%,0,0%,0%,0%,0%,0%,0%,15.84%,0%,0%,0%,0%,0%,0%,0%,0%,0%,52.41,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,"{""女"": ""75.76%"", ""男"": ""9.09%"", ""未知"": ""15.15%""}","{""未知"": ""18.18%"", ""12-18岁"": ""45.45%"", ""18-25岁"": ""33.33%"", ""25-40岁"": ""0.00%"", ""12岁以下"": ""0.00%"", ""40岁以上"": ""3.03%""}",0,1,0,58.37,0,0,韩孟伶,工作日,周四,关键行为,17.60%
20260423,24:00,点点穿书,头条,代理站内26,代理-月象-gogo,,5,269.83,4.63,177,12.50%,53.97,8.43,51.91%,0%,0%,0%,0%,0%,0%,0%,"	1847940525307080",,55,,14023,0.23%,0.03%,0.04%,146,1.04%,19.24,1.85,3.42%,32,21.918%,25,25,78.125%,10.79,25,10.79,71.88%,4,12.50%,67.46,15.63%,53.97,4,67.46,0%,0%,4,0.88,7.06,1.67,19.83%,19.83%,20.03%,19.46%,0.82,1.7,1.68,19.97%,0,0%,0,0%,0,0%,0,0%,0%,0%,0%,0%,0%,20.17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,41.95,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,"{""女"": ""78.13%"", ""男"": ""15.63%"", ""未知"": ""6.25%""}","{""未知"": ""18.75%"", ""12-18岁"": ""12.50%"", ""18-25岁"": ""68.75%"", ""25-40岁"": ""0.00%"", ""12岁以下"": ""0.00%"", ""40岁以上"": ""0.00%""}",0,1,0,44.97,0,0,韩孟伶,工作日,周四,关键行为,22.41%
20260423,24:00,点点穿书-ios,头条,星广站内36,站内-v2-gogo,,4,245.39,2.59,499,18.75%,61.35,7.67,45.23%,0%,0%,0%,0%,0%,0%,0%,"	1854640987905289",,65,被病娇囚禁后：我混成了团宠,14403,0.22%,0.03%,0.03%,148,1.03%,17.04,1.66,2.70%,32,21.622%,29,29,90.625%,8.46,29,8.46,0.00%,5,15.63%,49.08,12.50%,61.35,4,61.35,0%,0%,4,1.07,5.7,2.34,30.45%,30.45%,30.91%,28.74%,1.29,2.36,2.34,30.49%,0,0%,0,0%,0,0%,0,0%,0%,0%,0%,0%,0%,30.95%,0%,0%,0%,0%,0%,0%,0%,0%,0%,37.29,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,"{""女"": ""31.25%"", ""男"": ""65.63%"", ""未知"": ""3.13%""}","{""未知"": ""3.13%"", ""12-18岁"": ""12.50%"", ""18-25岁"": ""68.75%"", ""25-40岁"": ""15.63%"", ""12岁以下"": ""0.00%"", ""40岁以上"": ""0.00%""}",0,1,0,22.31,0,0,韩孟伶,工作日,周四,关键行为,58.83%
